name,pseudo_mIoU,pseudo_mprecision,pseudo_mrecall,enhanced_mIoU,enhanced_mprecision,enhanced_mrecall,mIoU_delta,mprecision_delta,mrecall_delta
2009_001544,0.599,0.613,0.964,0.636,0.67,0.926,0.03700000000000003,0.05700000000000005,-0.03799999999999992
2009_001615,0.578,0.58,0.994,0.579,0.579,1.0,0.0010000000000000009,-0.0010000000000000009,0.006000000000000005
2009_001625,0.974,0.978,0.997,0.984,0.984,1.0,0.010000000000000009,0.006000000000000005,0.0030000000000000027
2009_001636,0.986,0.992,0.994,0.988,0.991,0.997,0.0020000000000000018,-0.0010000000000000009,0.0030000000000000027
2009_001640,0.989,1.0,0.989,0.996,1.0,0.996,0.007000000000000006,0.0,0.007000000000000006
2009_001651,0.418,0.433,0.92,0.46,0.461,0.999,0.04200000000000004,0.028000000000000025,0.07899999999999996
2009_001664,0.971,0.992,0.979,0.983,0.991,0.992,0.01200000000000001,-0.0010000000000000009,0.013000000000000012
2009_001690,0.989,0.999,0.989,1.0,1.0,1.0,0.01100000000000001,0.0010000000000000009,0.01100000000000001
2009_001693,0.361,0.362,0.991,0.352,0.352,1.0,-0.009000000000000008,-0.010000000000000009,0.009000000000000008
2009_001724,0.942,0.947,0.995,0.961,0.961,1.0,0.019000000000000017,0.014000000000000012,0.0050000000000000044
2009_001735,0.779,0.789,0.985,0.895,0.906,0.987,0.11599999999999999,0.11699999999999999,0.0020000000000000018
2009_001744,0.922,0.929,0.992,0.974,0.974,1.0,0.051999999999999935,0.04499999999999993,0.008000000000000007
2009_001755,0.94,0.969,0.969,0.993,0.994,0.999,0.05300000000000005,0.025000000000000022,0.030000000000000027
2009_001782,0.912,0.917,0.993,0.989,0.989,1.0,0.07699999999999996,0.07199999999999995,0.007000000000000006
2009_001783,0.966,0.989,0.977,0.992,0.992,1.0,0.026000000000000023,0.0030000000000000027,0.02300000000000002
2009_001802,0.968,0.979,0.989,0.966,0.969,0.998,-0.0020000000000000018,-0.010000000000000009,0.009000000000000008
2009_001828,0.955,0.961,0.994,0.945,0.945,1.0,-0.010000000000000009,-0.016000000000000014,0.006000000000000005
2009_001868,0.802,0.825,0.966,0.832,0.832,1.0,0.029999999999999916,0.007000000000000006,0.03400000000000003
2009_001871,0.279,0.409,0.437,0.281,0.403,0.437,0.0020000000000000018,-0.00599999999999995,0.0
2009_001885,0.367,0.98,0.37,0.867,0.987,0.875,0.5,0.007000000000000006,0.505
2009_001888,0.868,0.874,0.993,0.876,0.878,0.997,0.008000000000000007,0.0040000000000000036,0.0040000000000000036
2009_001894,0.778,0.931,0.825,0.931,0.931,1.0,0.15300000000000002,0.0,0.17500000000000004
2009_001898,0.842,0.877,0.956,0.912,0.912,1.0,0.07000000000000006,0.03500000000000003,0.04400000000000004
2009_001922,0.518,0.583,0.729,0.52,0.585,0.732,0.0020000000000000018,0.0020000000000000018,0.0030000000000000027
2009_001937,0.933,0.996,0.936,1.0,1.0,1.0,0.06699999999999995,0.0040000000000000036,0.06399999999999995
2009_001961,0.663,0.664,1.0,0.661,0.661,1.0,-0.0020000000000000018,-0.0030000000000000027,0.0
2009_001964,0.135,0.135,1.0,0.145,0.145,1.0,0.009999999999999981,0.009999999999999981,0.0
2009_001972,0.917,0.919,0.998,0.942,0.942,1.0,0.02499999999999991,0.02299999999999991,0.0020000000000000018
2009_002010,0.821,0.832,0.984,0.878,0.881,0.996,0.05700000000000005,0.049000000000000044,0.01200000000000001
2009_002019,0.644,0.654,0.977,0.619,0.619,1.0,-0.025000000000000022,-0.03500000000000003,0.02300000000000002
2009_002052,0.883,0.887,0.994,0.984,0.984,1.0,0.10099999999999998,0.09699999999999998,0.006000000000000005
2009_002060,0.019,0.999,0.019,0.008,1.0,0.008,-0.011,0.0010000000000000009,-0.011
2009_002072,0.892,0.951,0.936,0.892,0.951,0.935,0.0,0.0,-0.0010000000000000009
2009_002083,0.756,0.927,0.823,0.861,0.922,0.937,0.10499999999999998,-0.0050000000000000044,0.1140000000000001
2009_002117,0.895,0.938,0.952,0.966,0.967,0.999,0.07099999999999995,0.029000000000000026,0.04700000000000004
2009_002153,0.168,0.993,0.168,0.188,0.999,0.188,0.01999999999999999,0.006000000000000005,0.01999999999999999
2009_002204,0.982,0.987,0.995,0.999,1.0,0.999,0.017000000000000015,0.013000000000000012,0.0040000000000000036
2009_002216,0.915,0.936,0.976,0.976,0.979,0.997,0.06099999999999994,0.04299999999999993,0.02100000000000002
2009_002229,0.984,1.0,0.984,0.996,1.0,0.996,0.01200000000000001,0.0,0.01200000000000001
2009_002245,0.992,1.0,0.992,0.989,1.0,0.989,-0.0030000000000000027,0.0,-0.0030000000000000027
2009_002262,0.946,1.0,0.946,0.979,1.0,0.979,0.03300000000000003,0.0,0.03300000000000003
2009_002264,0.913,0.974,0.935,0.935,0.98,0.954,0.02200000000000002,0.006000000000000005,0.018999999999999906
2009_002281,0.941,0.945,0.996,0.978,0.979,0.999,0.03700000000000003,0.03400000000000003,0.0030000000000000027
2009_002285,0.97,0.977,0.992,0.996,0.997,0.999,0.026000000000000023,0.020000000000000018,0.007000000000000006
2009_002314,0.936,0.99,0.945,1.0,1.0,1.0,0.06399999999999995,0.010000000000000009,0.05500000000000005
2009_002343,0.461,0.528,0.584,0.476,0.531,0.583,0.014999999999999958,0.0030000000000000027,-0.0010000000000000009
2009_002362,0.553,0.702,0.762,0.573,0.731,0.763,0.019999999999999907,0.029000000000000026,0.0010000000000000009
2009_002387,0.916,0.937,0.976,0.984,0.989,0.995,0.06799999999999995,0.051999999999999935,0.019000000000000017
2009_002409,0.162,0.162,1.0,0.185,0.185,1.0,0.022999999999999993,0.022999999999999993,0.0
2009_002416,0.817,0.988,0.826,0.866,0.997,0.868,0.049000000000000044,0.009000000000000008,0.04200000000000004
2009_002419,0.459,0.99,0.461,0.461,0.98,0.465,0.0020000000000000018,-0.010000000000000009,0.0040000000000000036
2009_002422,0.948,0.981,0.966,0.981,0.982,0.999,0.03300000000000003,0.0010000000000000009,0.03300000000000003
2009_002423,0.619,0.978,0.628,0.988,0.995,0.993,0.369,0.017000000000000015,0.365
2009_002425,0.782,0.83,0.932,0.83,0.833,0.996,0.04799999999999993,0.0030000000000000027,0.06399999999999995
2009_002448,0.993,0.994,0.999,1.0,1.0,1.0,0.007000000000000006,0.006000000000000005,0.0010000000000000009
2009_002460,0.981,1.0,0.981,1.0,1.0,1.0,0.019000000000000017,0.0,0.019000000000000017
2009_002472,0.981,0.999,0.982,0.986,1.0,0.986,0.0050000000000000044,0.0010000000000000009,0.0040000000000000036
2009_002519,0.251,0.261,0.868,0.241,0.246,0.921,-0.010000000000000009,-0.015000000000000013,0.05300000000000005
2009_002530,0.758,0.759,0.997,0.694,0.694,1.0,-0.06400000000000006,-0.06500000000000006,0.0030000000000000027
2009_002543,0.338,0.352,0.894,0.372,0.38,0.947,0.033999999999999975,0.028000000000000025,0.052999999999999936
2009_002567,0.854,0.989,0.862,0.903,0.99,0.911,0.049000000000000044,0.0010000000000000009,0.049000000000000044
2009_002586,0.917,0.963,0.951,0.978,0.979,0.998,0.06099999999999994,0.016000000000000014,0.04700000000000004
2009_002588,0.846,0.963,0.874,0.871,0.969,0.896,0.025000000000000022,0.006000000000000005,0.02200000000000002
2009_002599,0.684,0.722,0.929,0.825,0.87,0.941,0.1409999999999999,0.14800000000000002,0.0119999999999999
2009_002613,0.617,0.692,0.854,0.616,0.692,0.851,-0.0010000000000000009,0.0,-0.0030000000000000027
2009_002626,0.846,0.864,0.975,0.983,0.983,0.999,0.137,0.119,0.02400000000000002
2009_002628,0.751,0.818,0.87,0.765,0.814,0.895,0.014000000000000012,-0.0040000000000000036,0.025000000000000022
2009_002662,0.984,0.985,0.999,0.998,1.0,0.999,0.014000000000000012,0.015000000000000013,0.0
2009_002674,0.998,1.0,0.998,1.0,1.0,1.0,0.0020000000000000018,0.0,0.0020000000000000018
2009_002713,0.822,0.917,0.888,0.858,0.958,0.892,0.03600000000000003,0.040999999999999925,0.0040000000000000036
2009_002715,0.497,0.975,0.501,0.53,0.979,0.534,0.03300000000000003,0.0040000000000000036,0.03300000000000003
2009_002734,0.94,0.942,0.998,0.961,0.961,0.999,0.02100000000000002,0.019000000000000017,0.0010000000000000009
2009_002763,0.946,0.96,0.985,0.96,0.97,0.989,0.014000000000000012,0.010000000000000009,0.0040000000000000036
2009_002789,0.927,0.968,0.956,0.935,0.955,0.979,0.008000000000000007,-0.013000000000000012,0.02300000000000002
2009_002820,0.891,0.895,0.996,0.901,0.902,1.0,0.010000000000000009,0.007000000000000006,0.0040000000000000036
2009_002844,0.374,0.796,0.458,0.374,0.838,0.455,0.0,0.041999999999999926,-0.0030000000000000027
2009_002845,0.991,0.997,0.993,0.995,0.999,0.997,0.0040000000000000036,0.0020000000000000018,0.0040000000000000036
2009_002849,0.175,0.176,0.958,0.183,0.183,0.999,0.008000000000000007,0.007000000000000006,0.041000000000000036
2009_002862,0.936,0.967,0.967,1.0,1.0,1.0,0.06399999999999995,0.03300000000000003,0.03300000000000003
2009_002872,0.066,0.066,0.984,0.067,0.067,1.0,0.0010000000000000009,0.0010000000000000009,0.016000000000000014
2009_002885,0.94,0.952,0.987,0.946,0.954,0.991,0.006000000000000005,0.0020000000000000018,0.0040000000000000036
2009_002897,0.866,0.869,0.996,0.865,0.867,0.997,-0.0010000000000000009,-0.0020000000000000018,0.0010000000000000009
2009_002912,0.94,0.973,0.966,0.998,1.0,0.998,0.05800000000000005,0.027000000000000024,0.03200000000000003
2009_002914,0.995,0.998,0.997,0.999,0.999,1.0,0.0040000000000000036,0.0010000000000000009,0.0030000000000000027
2009_002917,0.966,0.997,0.969,0.997,0.999,0.998,0.031000000000000028,0.0020000000000000018,0.029000000000000026
2009_002932,0.645,0.675,0.92,0.663,0.673,0.949,0.018000000000000016,-0.0020000000000000018,0.028999999999999915
2009_002972,0.805,0.998,0.807,0.793,0.998,0.794,-0.01200000000000001,0.0,-0.013000000000000012
2009_002984,0.638,0.671,0.956,0.687,0.721,0.964,0.049000000000000044,0.04999999999999993,0.008000000000000007
2009_002988,0.935,0.95,0.983,0.992,0.995,0.997,0.05699999999999994,0.04500000000000004,0.014000000000000012
2009_002993,0.364,0.733,0.466,0.354,0.706,0.449,-0.010000000000000009,-0.027000000000000024,-0.017000000000000015
2009_003006,0.026,0.029,0.548,0.026,0.029,0.548,0.0,0.0,0.0
2009_003007,0.846,0.938,0.896,0.912,0.935,0.973,0.06600000000000006,-0.0029999999999998916,0.07699999999999996
2009_003012,0.594,0.791,0.706,0.604,0.811,0.706,0.010000000000000009,0.020000000000000018,0.0
2009_003034,0.451,0.786,0.514,0.459,0.795,0.52,0.008000000000000007,0.009000000000000008,0.006000000000000005
2009_003035,0.978,0.978,1.0,0.978,0.978,1.0,0.0,0.0,0.0
2009_003039,0.401,0.999,0.401,0.392,1.0,0.392,-0.009000000000000008,0.0010000000000000009,-0.009000000000000008
2009_003053,0.935,0.938,0.997,0.989,0.99,0.998,0.05399999999999994,0.052000000000000046,0.0010000000000000009
2009_003054,0.681,0.703,0.958,0.696,0.703,0.987,0.014999999999999902,0.0,0.029000000000000026
2009_003075,0.304,0.308,0.963,0.329,0.332,0.969,0.025000000000000022,0.02400000000000002,0.006000000000000005
2009_003087,0.993,0.993,1.0,0.993,0.993,1.0,0.0,0.0,0.0
2009_003088,0.906,0.962,0.939,0.961,0.962,0.999,0.05499999999999994,0.0,0.06000000000000005
2009_003090,0.751,0.803,0.92,0.74,0.802,0.906,-0.01100000000000001,-0.0010000000000000009,-0.014000000000000012
2009_003142,0.792,0.979,0.806,0.938,0.984,0.952,0.1459999999999999,0.0050000000000000044,0.1459999999999999
2009_003146,0.957,0.999,0.959,0.987,0.998,0.988,0.030000000000000027,-0.0010000000000000009,0.029000000000000026
2009_003147,0.718,0.718,0.999,0.717,0.717,1.0,-0.0010000000000000009,-0.0010000000000000009,0.0010000000000000009
2009_003164,0.265,0.269,0.949,0.27,0.273,0.956,0.0050000000000000044,0.0040000000000000036,0.007000000000000006
2009_003172,0.408,0.996,0.409,0.307,0.997,0.307,-0.10099999999999998,0.0010000000000000009,-0.10199999999999998
2009_003200,0.881,0.885,0.995,0.948,0.948,1.0,0.06699999999999995,0.06299999999999994,0.0050000000000000044
2009_003249,0.865,0.958,0.899,0.943,0.959,0.982,0.07799999999999996,0.0010000000000000009,0.08299999999999996
2009_003317,0.488,0.534,0.86,0.499,0.545,0.864,0.01100000000000001,0.01100000000000001,0.0040000000000000036
2009_003340,0.991,0.997,0.994,0.992,0.995,0.997,0.0010000000000000009,-0.0020000000000000018,0.0030000000000000027
2009_003345,0.891,0.893,0.998,0.986,0.986,1.0,0.09499999999999997,0.09299999999999997,0.0020000000000000018
2009_003353,0.607,0.661,0.888,0.699,0.721,0.956,0.09199999999999997,0.05999999999999994,0.06799999999999995
2009_003361,0.845,0.869,0.971,0.871,0.883,0.985,0.026000000000000023,0.014000000000000012,0.014000000000000012
2009_003369,0.966,0.974,0.992,0.978,0.978,1.0,0.01200000000000001,0.0040000000000000036,0.008000000000000007
2009_003455,0.347,0.353,0.951,0.341,0.349,0.937,-0.00599999999999995,-0.0040000000000000036,-0.013999999999999901
2009_003461,0.828,0.83,0.998,0.847,0.848,0.998,0.019000000000000017,0.018000000000000016,0.0
2009_003468,0.815,0.918,0.883,0.868,0.947,0.914,0.05300000000000005,0.028999999999999915,0.031000000000000028
2009_003497,0.831,0.835,0.995,0.844,0.847,0.996,0.013000000000000012,0.01200000000000001,0.0010000000000000009
2009_003519,0.277,0.283,0.94,0.298,0.299,0.988,0.020999999999999963,0.016000000000000014,0.04800000000000004
2009_003522,0.941,0.995,0.945,0.983,0.997,0.986,0.04200000000000004,0.0020000000000000018,0.041000000000000036
2009_003539,0.904,0.919,0.982,0.927,0.936,0.99,0.02300000000000002,0.017000000000000015,0.008000000000000007
2009_003555,0.908,0.978,0.927,0.973,0.979,0.994,0.06499999999999995,0.0010000000000000009,0.06699999999999995
2009_003613,0.91,0.916,0.993,1.0,1.0,1.0,0.08999999999999997,0.08399999999999996,0.007000000000000006
2009_003636,0.885,0.904,0.977,0.9,0.907,0.99,0.015000000000000013,0.0030000000000000027,0.013000000000000012
2009_003646,0.484,0.65,0.722,0.491,0.657,0.725,0.007000000000000006,0.007000000000000006,0.0030000000000000027
2009_003660,0.932,0.954,0.976,0.942,0.969,0.971,0.009999999999999898,0.015000000000000013,-0.0050000000000000044
2009_003690,0.964,0.979,0.984,0.973,0.981,0.991,0.009000000000000008,0.0020000000000000018,0.007000000000000006
2009_003697,0.774,0.804,0.959,0.821,0.835,0.982,0.04699999999999993,0.030999999999999917,0.02300000000000002
2009_003711,0.879,0.89,0.985,0.76,0.766,0.987,-0.119,-0.124,0.0020000000000000018
2009_003734,0.5,0.548,0.857,0.542,0.572,0.911,0.04200000000000004,0.02399999999999991,0.05400000000000005
2009_003736,0.989,0.992,0.997,0.993,0.993,1.0,0.0040000000000000036,0.0010000000000000009,0.0030000000000000027
2009_003757,0.898,0.902,0.994,0.955,0.956,1.0,0.05699999999999994,0.05399999999999994,0.006000000000000005
2009_003768,0.9,0.929,0.967,0.917,0.942,0.972,0.017000000000000015,0.0129999999999999,0.0050000000000000044
2009_003783,0.631,0.988,0.635,0.98,0.982,0.998,0.349,-0.006000000000000005,0.363
2009_003799,0.533,0.534,0.997,0.583,0.584,0.999,0.04999999999999993,0.04999999999999993,0.0020000000000000018
2009_003815,0.213,0.798,0.225,0.113,0.633,0.122,-0.09999999999999999,-0.16500000000000004,-0.10300000000000001
2009_003820,0.946,0.958,0.987,0.961,0.961,1.0,0.015000000000000013,0.0030000000000000027,0.013000000000000012
2009_003825,0.901,0.915,0.983,0.946,0.946,1.0,0.04499999999999993,0.030999999999999917,0.017000000000000015
2009_003860,0.82,0.82,1.0,0.821,0.821,1.0,0.0010000000000000009,0.0010000000000000009,0.0
2009_003865,0.941,0.974,0.965,0.998,0.998,1.0,0.05700000000000005,0.02400000000000002,0.03500000000000003
2009_003921,0.989,0.998,0.992,0.996,0.999,0.998,0.007000000000000006,0.0010000000000000009,0.006000000000000005
2009_003922,0.567,0.621,0.867,0.595,0.599,0.989,0.028000000000000025,-0.02200000000000002,0.122
2009_003933,0.99,0.993,0.997,0.993,0.996,0.997,0.0030000000000000027,0.0030000000000000027,0.0
2009_003961,0.09,0.116,0.251,0.117,0.157,0.27,0.02700000000000001,0.040999999999999995,0.019000000000000017
2009_003975,0.973,0.996,0.977,0.998,1.0,0.999,0.025000000000000022,0.0040000000000000036,0.02200000000000002
2009_004091,0.429,0.457,0.686,0.381,0.414,0.496,-0.04799999999999999,-0.04300000000000004,-0.19000000000000006
2009_004095,0.898,1.0,0.898,0.965,1.0,0.966,0.06699999999999995,0.0,0.06799999999999995
2009_004105,0.919,0.998,0.92,0.914,1.0,0.914,-0.0050000000000000044,0.0020000000000000018,-0.006000000000000005
2009_004117,0.692,0.708,0.968,0.986,0.996,0.99,0.29400000000000004,0.28800000000000003,0.02200000000000002
2009_004171,0.966,0.998,0.968,0.996,0.999,0.996,0.030000000000000027,0.0010000000000000009,0.028000000000000025
2009_004178,0.356,0.372,0.895,0.386,0.386,1.0,0.030000000000000027,0.014000000000000012,0.10499999999999998
2009_004180,0.737,0.894,0.82,0.789,0.927,0.848,0.052000000000000046,0.03300000000000003,0.028000000000000025
2009_004186,0.972,0.998,0.974,0.998,0.999,1.0,0.026000000000000023,0.0010000000000000009,0.026000000000000023
2009_004191,0.915,0.93,0.983,0.927,0.931,0.996,0.01200000000000001,0.0010000000000000009,0.013000000000000012
2009_004212,0.783,0.991,0.788,0.96,0.96,1.0,0.17699999999999994,-0.031000000000000028,0.21199999999999997
2009_004213,0.418,0.906,0.509,0.425,0.431,0.492,0.007000000000000006,-0.47500000000000003,-0.017000000000000015
2009_004228,0.45,0.604,0.627,0.591,0.688,0.663,0.14099999999999996,0.08399999999999996,0.03600000000000003
2009_004249,0.81,0.824,0.985,0.887,0.894,0.992,0.07699999999999996,0.07000000000000006,0.007000000000000006
2009_004264,0.783,0.9,0.871,0.777,0.902,0.869,-0.006000000000000005,0.0020000000000000018,-0.0020000000000000018
2009_004278,0.977,0.998,0.979,0.983,0.984,0.998,0.006000000000000005,-0.014000000000000012,0.019000000000000017
2009_004301,0.305,0.789,0.372,0.667,0.848,0.777,0.36200000000000004,0.05899999999999994,0.405
2009_004316,0.934,0.979,0.953,0.968,0.977,0.991,0.03399999999999992,-0.0020000000000000018,0.038000000000000034
2009_004317,0.992,1.0,0.992,1.0,1.0,1.0,0.008000000000000007,0.0,0.008000000000000007
2009_004327,0.928,0.936,0.99,0.99,0.99,0.999,0.061999999999999944,0.05399999999999994,0.009000000000000008
2009_004328,0.79,0.795,0.991,0.83,0.831,0.999,0.039999999999999925,0.03599999999999992,0.008000000000000007
2009_004334,0.986,0.987,1.0,0.995,0.995,1.0,0.009000000000000008,0.008000000000000007,0.0
2009_004336,0.917,0.932,0.984,0.94,0.943,0.996,0.02299999999999991,0.010999999999999899,0.01200000000000001
2009_004368,0.657,0.735,0.868,0.684,0.756,0.885,0.027000000000000024,0.02100000000000002,0.017000000000000015
2009_004374,0.876,0.88,0.995,0.89,0.892,0.998,0.014000000000000012,0.01200000000000001,0.0030000000000000027
2009_004409,0.956,0.959,0.997,0.993,0.993,1.0,0.03700000000000003,0.03400000000000003,0.0030000000000000027
2009_004417,0.926,0.931,0.994,0.959,0.959,1.0,0.03299999999999992,0.027999999999999914,0.006000000000000005
2009_004425,0.938,0.971,0.965,0.986,0.998,0.988,0.04800000000000004,0.027000000000000024,0.02300000000000002
2009_004426,0.167,0.218,0.494,0.167,0.218,0.494,0.0,0.0,0.0
2009_004434,0.924,0.989,0.934,0.937,0.999,0.938,0.013000000000000012,0.010000000000000009,0.0039999999999998925
2009_004446,0.503,0.549,0.858,0.546,0.575,0.916,0.04300000000000004,0.025999999999999912,0.05800000000000005
2009_004464,0.995,0.999,0.996,1.0,1.0,1.0,0.0050000000000000044,0.0010000000000000009,0.0040000000000000036
2009_004479,0.703,0.707,0.991,0.704,0.708,0.991,0.0010000000000000009,0.0010000000000000009,0.0
2009_004519,0.568,0.612,0.89,0.595,0.62,0.938,0.027000000000000024,0.008000000000000007,0.04799999999999993
2009_004539,0.926,0.935,0.99,0.968,0.975,0.993,0.041999999999999926,0.039999999999999925,0.0030000000000000027
2009_004561,0.281,0.284,0.963,0.348,0.348,0.997,0.06699999999999995,0.064,0.03400000000000003
2009_004620,0.998,0.999,0.999,1.0,1.0,1.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
2009_004626,0.995,0.998,0.997,0.999,1.0,1.0,0.0040000000000000036,0.0020000000000000018,0.0030000000000000027
2009_004643,0.636,0.645,0.978,0.65,0.655,0.988,0.014000000000000012,0.010000000000000009,0.010000000000000009
2009_004656,0.83,0.831,0.998,0.849,0.85,1.0,0.019000000000000017,0.019000000000000017,0.0020000000000000018
2009_004661,0.961,0.967,0.993,0.993,0.993,1.0,0.03200000000000003,0.026000000000000023,0.007000000000000006
2009_004674,0.095,0.137,0.466,0.103,0.15,0.481,0.007999999999999993,0.012999999999999984,0.014999999999999958
2009_004705,0.746,1.0,0.746,0.743,1.0,0.743,-0.0030000000000000027,0.0,-0.0030000000000000027
2009_004790,0.893,0.995,0.897,0.988,0.995,0.993,0.09499999999999997,0.0,0.09599999999999997
2009_004805,0.986,0.998,0.988,0.999,1.0,0.999,0.013000000000000012,0.0020000000000000018,0.01100000000000001
2009_004829,0.885,0.898,0.984,0.909,0.911,0.998,0.02400000000000002,0.013000000000000012,0.014000000000000012
2009_004887,0.905,0.943,0.958,0.96,0.964,0.996,0.05499999999999994,0.02100000000000002,0.038000000000000034
2009_004888,0.17,0.261,0.338,0.279,0.46,0.423,0.10900000000000001,0.199,0.08499999999999996
2009_004890,0.428,0.759,0.54,0.435,0.764,0.545,0.007000000000000006,0.0050000000000000044,0.0050000000000000044
2009_004901,0.068,0.083,0.175,0.069,0.086,0.175,0.0010000000000000009,0.002999999999999989,0.0
2009_004904,0.172,0.172,0.999,0.196,0.196,1.0,0.02400000000000002,0.02400000000000002,0.0010000000000000009
2009_004919,0.867,0.88,0.983,0.908,0.909,1.0,0.041000000000000036,0.029000000000000026,0.017000000000000015
2009_004939,0.963,0.97,0.992,0.964,0.97,0.993,0.0010000000000000009,0.0,0.0010000000000000009
2009_004980,0.996,0.999,0.997,0.999,0.999,1.0,0.0030000000000000027,0.0,0.0030000000000000027
2009_004990,0.366,0.37,0.968,0.37,0.375,0.961,0.0040000000000000036,0.0050000000000000044,-0.007000000000000006
2009_005000,0.999,0.999,1.0,1.0,1.0,1.0,0.0010000000000000009,0.0010000000000000009,0.0
2009_005016,0.613,0.847,0.689,0.618,0.912,0.646,0.0050000000000000044,0.06500000000000006,-0.04299999999999993
2009_005031,0.841,0.873,0.958,0.929,0.949,0.977,0.08800000000000008,0.07599999999999996,0.019000000000000017
2009_005037,0.86,1.0,0.86,0.897,1.0,0.897,0.03700000000000003,0.0,0.03700000000000003
2009_005055,0.789,0.991,0.795,0.831,0.991,0.837,0.041999999999999926,0.0,0.041999999999999926
2009_005056,0.997,1.0,0.997,1.0,1.0,1.0,0.0030000000000000027,0.0,0.0030000000000000027
2009_005069,0.513,0.519,0.989,0.515,0.521,0.989,0.0020000000000000018,0.0020000000000000018,0.0
2009_005084,0.954,0.963,0.991,0.958,0.962,0.996,0.0040000000000000036,-0.0010000000000000009,0.0050000000000000044
2009_005085,0.023,0.281,0.034,0.004,0.028,0.008,-0.019,-0.253,-0.026000000000000002
2009_005107,0.857,0.867,0.986,0.868,0.868,1.0,0.01100000000000001,0.0010000000000000009,0.014000000000000012
2009_005118,0.615,0.618,0.991,0.678,0.679,0.999,0.06300000000000006,0.061000000000000054,0.008000000000000007
2009_005120,0.996,0.998,0.998,0.999,0.999,1.0,0.0030000000000000027,0.0010000000000000009,0.0020000000000000018
2009_005128,0.692,0.693,0.998,0.6,0.6,0.998,-0.09199999999999997,-0.09299999999999997,0.0
2009_005130,0.447,0.994,0.448,0.995,0.999,0.996,0.548,0.0050000000000000044,0.548
2009_005141,0.769,1.0,0.769,0.992,1.0,0.992,0.22299999999999998,0.0,0.22299999999999998
2009_005145,0.797,0.817,0.974,0.922,0.935,0.984,0.125,0.1180000000000001,0.010000000000000009
2009_005160,0.994,0.996,0.998,0.999,0.999,1.0,0.0050000000000000044,0.0030000000000000027,0.0020000000000000018
2009_005177,0.821,0.83,0.987,0.895,0.898,0.996,0.07400000000000007,0.06800000000000006,0.009000000000000008
2009_005194,0.201,0.206,0.892,0.207,0.212,0.9,0.005999999999999978,0.006000000000000005,0.008000000000000007
2009_005234,0.967,0.987,0.98,0.998,1.0,0.998,0.031000000000000028,0.013000000000000012,0.018000000000000016
2009_005236,0.972,1.0,0.972,0.987,1.0,0.987,0.015000000000000013,0.0,0.015000000000000013
2009_005247,0.617,0.735,0.791,0.656,0.782,0.8,0.039000000000000035,0.04700000000000004,0.009000000000000008
2009_005269,0.639,0.678,0.918,0.661,0.7,0.924,0.02200000000000002,0.02199999999999991,0.006000000000000005
2009_005287,0.893,0.897,0.995,0.895,0.896,0.999,0.0020000000000000018,-0.0010000000000000009,0.0040000000000000036
2010_000002,0.975,0.979,0.996,0.983,0.983,1.0,0.008000000000000007,0.0040000000000000036,0.0040000000000000036
2010_000043,0.951,0.987,0.963,0.982,0.989,0.994,0.031000000000000028,0.0020000000000000018,0.031000000000000028
2010_000063,0.65,0.999,0.651,0.692,0.999,0.693,0.041999999999999926,0.0,0.041999999999999926
2010_000075,0.271,1.0,0.271,0.997,1.0,0.997,0.726,0.0,0.726
2010_000076,0.743,0.847,0.843,0.771,0.822,0.914,0.028000000000000025,-0.025000000000000022,0.07100000000000006
2010_000114,0.982,0.983,0.999,0.998,0.999,0.999,0.016000000000000014,0.016000000000000014,0.0
2010_000117,0.995,0.999,0.996,0.999,1.0,0.999,0.0040000000000000036,0.0010000000000000009,0.0030000000000000027
2010_000131,0.419,0.51,0.579,0.443,0.507,0.612,0.02400000000000002,-0.0030000000000000027,0.03300000000000003
2010_000132,0.338,0.98,0.34,0.396,0.99,0.397,0.057999999999999996,0.010000000000000009,0.056999999999999995
2010_000148,0.901,0.911,0.989,0.971,0.973,0.998,0.06999999999999995,0.061999999999999944,0.009000000000000008
2010_000187,0.711,0.849,0.814,0.737,0.862,0.836,0.026000000000000023,0.013000000000000012,0.02200000000000002
2010_000189,0.959,0.989,0.969,0.968,0.986,0.981,0.009000000000000008,-0.0030000000000000027,0.01200000000000001
2010_000195,0.561,0.564,0.991,0.603,0.604,0.998,0.041999999999999926,0.040000000000000036,0.007000000000000006
2010_000269,0.764,0.866,0.857,0.785,0.885,0.866,0.02100000000000002,0.019000000000000017,0.009000000000000008
2010_000285,0.979,1.0,0.979,0.999,1.0,0.999,0.020000000000000018,0.0,0.020000000000000018
2010_000371,0.913,0.941,0.968,0.94,0.951,0.988,0.026999999999999913,0.010000000000000009,0.020000000000000018
2010_000392,0.985,0.988,0.996,0.993,0.993,1.0,0.008000000000000007,0.0050000000000000044,0.0040000000000000036
2010_000404,0.218,1.0,0.218,0.996,1.0,0.996,0.778,0.0,0.778
2010_000436,0.965,0.972,0.992,0.972,0.972,1.0,0.007000000000000006,0.0,0.008000000000000007
2010_000437,0.806,0.808,0.997,0.946,0.947,0.999,0.1399999999999999,0.1389999999999999,0.0020000000000000018
2010_000466,0.875,0.876,0.998,0.979,0.979,1.0,0.10399999999999998,0.10299999999999998,0.0020000000000000018
2010_000469,0.681,0.964,0.698,0.706,0.994,0.709,0.02499999999999991,0.030000000000000027,0.01100000000000001
